Description,average,sd,total_sales,total_revenue,avg_unit_price,product_mix,service_level,lead_time_days,lead_time_sd_days,ordering_cost_per_order,holding_rate,unit_cost,unit_cost_is_real,safety_stock_fixed_leadtime,reorder_point_fixed_leadtime,safety_stock_variable_leadtime,reorder_point_variable_leadtime,demand_lead_time,safety_stock_uplift_pct,safety_stock_investment,annual_demand,eoq_units,eoq_order_cycle_weeks,eoq_practical_units,annual_ordering_cost,annual_holding_cost,annual_logistics_cost
Storage Tin Home Sweet Home,6.0,0.0,12,29.880000000000003,2.49,B_A,0.7,18.0,4.2,30.6,0.223,1.6359,True,0.0,108.0,13.214892920242624,121.21489292024262,108.0,,21.618243328224906,2190.0,606.1316484342412,14.392166994785637,336.92307692307696,110.56014014960365,110.56014014960364,3803.741280299207
Retro Plastic Elephant Tray,12.0,0.0,12,10.2,0.85,B_C,0.75,21.0,4.8,36.9,0.229,0.5474,True,0.0,252.0,38.85060961129431,290.8506096112943,252.0,,21.266823701222506,4380.0,1605.8134769572289,19.06445223784838,1347.6923076923078,100.64805303929133,100.64805303929133,2598.908106078583
Vintage Leaf Chopping Board,3.0,0.0,3,14.850000000000001,4.95,C_B,0.8,11.0,3.1,31.69,0.244,2.6928,True,0.0,33.0,7.827077472228104,40.827077472228105,33.0,,21.07675421721584,1095.0,325.0021354338856,15.433891363070368,168.46153846153848,106.7702215361568,106.7702215361568,3162.156443072314
Lunch Bag Paisley Park,6.0,5.656854249492381,12,19.8,1.6500000000000001,B_A,0.7,16.0,4.4,51.52,0.214,1.155,True,11.865829074993853,107.86582907499385,18.23345936781592,114.23345936781593,96.0,53.66359360629309,21.05964556982739,2190.0,955.4921065479538,22.68748380844456,673.8461538461539,118.08449198772885,118.08449198772887,2765.618983975458
Pocket Bag Blue Paisley Red Spot,12.0,0.0,12,15.0,1.25,B_B,0.7,16.0,3.7,37.55,0.256,0.9037,True,0.0,192.0,23.283382764237004,215.283382764237,192.0,,21.04119300404098,4380.0,1192.4080517734983,14.156442623794957,673.8461538461539,137.93013201762696,137.93013201762693,4234.066264035254
Paper Bunting Vintage Party,6.0,0.0,6,17.700000000000003,2.9500000000000006,B_B,0.7,12.0,3.8,33.52,0.243,1.7523,True,0.0,72.0,11.956331689743328,83.95633168974332,72.0,,20.951080019937233,2190.0,587.1941131419676,13.942508622549001,336.92307692307696,125.01623970172832,125.01623970172838,4087.5694794034566
Red Retrospot Charlotte Bag,10.0,0.0,10,8.5,0.85,B_C,0.75,15.0,5.0,74.69,0.265,0.6162,True,0.0,150.0,33.724487509804085,183.72448750980408,150.0,,20.781029203541276,3650.0,1827.2958833716903,26.0327084754323,1123.076923076923,149.19231334170672,149.1923133417067,2547.5146266834136
Vintage Doily Tissues,24.0,0.0,24,9.36,0.38999999999999996,A_C,0.95,13.0,2.4,30.97,0.197,0.2188,True,0.0,312.0,94.7435689124048,406.7435689124048,312.0,,20.729892878034168,8760.0,3547.9777014134247,21.06105484857284,2695.3846153846157,76.46530582532185,76.46530582532185,2069.6186116506437
Red Vintage Spot Beaker,8.0,0.0,16,13.6,0.85,A_B,0.95,14.0,3.0,43.91,0.245,0.5244,True,0.0,112.0,39.47648704683533,151.47648704683533,112.0,,20.701469807360446,2920.0,1412.7774633541583,25.15905071726583,898.4615384615386,90.75541146840776,90.75541146840776,1712.7588229368155
Mini Cake Stand With Hanging Cakes,8.0,0.0,8,11.6,1.45,B_B,0.7,19.0,5.1,40.94,0.244,0.9672,True,0.0,152.0,21.39554091848806,173.39554091848805,152.0,,20.69376717636165,2920.0,1006.5313022674638,17.92453004037949,898.4615384615386,118.76908321747707,118.76908321747709,3061.762166434954
Pretty Hanging Quilted Hearts,12.0,0.0,12,9.959999999999999,0.83,B_C,0.75,17.0,5.3,36.39,0.271,0.4814,True,0.0,204.0,42.897548112470794,246.8975481124708,204.0,,20.65087966134344,4380.0,1563.1670517749726,18.558147646643512,1347.6923076923078,101.96491783716594,101.96491783716593,2312.461835674332
Paper Chain Kit Skulls,6.0,0.0,6,17.700000000000003,2.9500000000000006,B_B,0.7,12.0,4.0,53.62,0.227,1.6018,True,0.0,72.0,12.585612304992976,84.58561230499298,72.0,,20.159633790137747,2190.0,803.6804182223723,19.082822715782356,673.8461538461539,146.11255585862563,146.11255585862563,3800.167111717251
Ribbon Reel Flora + Fauna,10.0,0.0,10,16.5,1.65,B_B,0.7,12.0,3.8,39.94,0.247,1.0114,True,0.0,120.0,19.927219482905546,139.92721948290554,120.0,,20.15438978501067,3650.0,1080.3276933964194,15.39096987852433,561.5384615384615,134.9414634939906,134.94146349399063,3961.4929269879813
Lunch Bag Spaceboy,10.0,0.0,10,16.5,1.65,B_B,0.7,17.0,3.2,54.5,0.21400000000000002,1.1962,True,0.0,170.0,16.7808164066573,186.7808164066573,170.0,,20.073212585643464,3650.0,1246.668239747009,17.760753004614923,1123.076923076923,159.56530667723482,159.56530667723484,4685.26061335447
Vintage Red Cutlery,1.0,0.0,1,12.75,12.75,C_B,0.8,11.0,3.3,30.04,0.224,6.987,True,0.0,11.0,2.777350070790617,13.777350070790618,11.0,,19.405344944614043,365.0,118.3700997068542,16.86368543768882,112.30769230769232,92.62981130500049,92.62981130500052,2735.514622610001
Gift Bag Psychedelic Apples,12.0,0.0,12,7.800000000000001,0.65,B_C,0.75,16.0,5.3,49.93,0.22600000000000003,0.4511,True,0.0,192.0,42.897548112470794,234.8975481124708,192.0,,19.351083953535575,4380.0,2071.2961741028575,24.59073083409785,1347.6923076923078,105.58287256757131,105.5828725675713,2186.9837451351427
Mobile Vintage Hearts,3.0,0.0,6,29.700000000000003,4.95,B_A,0.7,13.0,4.2,48.22,0.228,2.9007,True,0.0,39.0,6.607446460121312,45.60744646012131,39.0,,19.16621994687389,1095.0,399.5920410196879,18.976060395455498,336.92307692307696,132.1370162059822,132.1370162059822,3440.5405324119647
Pens Funky Jeweled,36.0,0.0,36,6.84,0.19,A_C,0.95,16.0,2.8,43.74,0.251,0.1151,True,0.0,576.0,165.80124559670838,741.8012455967084,576.0,,19.083723368181133,13140.0,6307.794661497101,24.962353302728253,4043.0769230769233,91.11640927505867,91.11640927505869,1694.6468185501174
Airline Bag Vintage Tokyo,4.0,0.0,4,17.0,4.25,C_B,0.8,10.0,2.2,72.62,0.238,2.5713,True,0.0,40.0,7.406266855441646,47.40626685544164,40.0,,19.043733965397102,1460.0,588.6466741133374,20.965497982118865,449.2307692307693,180.1168759845673,180.11687598456732,4114.3317519691345
Animal Stickers,48.0,0.0,48,10.08,0.21,A_C,0.95,10.0,2.0,48.14,0.227,0.1197,True,0.0,480.0,157.90594818734132,637.9059481873413,480.0,,18.901341998024755,17520.0,7879.072340711995,23.385374527227384,5390.769230769231,107.04468286729612,107.04468286729613,2311.2333657345926
White Wood Garden Plant Ladder,1.0,0.0,1,9.95,9.95,C_C,0.7,28.0,5.9,71.9,0.267,6.0695,True,0.0,28.0,3.09396302497744,31.09396302497744,28.0,,18.778808580100574,365.0,179.9673769050191,25.63918794263286,112.30769230769232,145.8236512156893,145.8236512156893,2507.0148024313785
Skulls Tape,12.0,0.0,12,7.800000000000001,0.65,B_C,0.75,23.0,7.599999999999999,32.98,0.247,0.3045,True,0.0,276.0,61.51346521788265,337.51346521788264,276.0,,18.730850158845264,4380.0,1959.9060504348624,23.268291009728962,1347.6923076923078,73.70373695614083,73.70373695614083,1481.1174739122816
Playing Cards Vintage Doily,12.0,0.0,12,15.0,1.25,B_B,0.7,13.0,3.8,30.62,0.202,0.765,True,0.0,156.0,23.912663379486656,179.91266337948664,156.0,,18.293187485307293,4380.0,1317.4927801629128,15.641466796454672,673.8461538461539,101.79607965928749,101.79607965928746,3554.292159318575
Retrospot Childrens Apron,8.0,0.0,8,15.6,1.95,B_B,0.7,22.0,3.5,59.81,0.289,1.2383,True,0.0,176.0,14.68321435582514,190.68321435582513,176.0,,18.18222433681827,2920.0,987.9420411808921,17.59348840459123,898.4615384615386,176.77676697637617,176.77676697637617,3969.389533952752
Card Psychedelic Apples,12.0,0.0,12,5.04,0.42,A_C,0.95,11.0,3.7,45.16,0.203,0.2465,True,0.0,132.0,73.03150103664537,205.03150103664535,132.0,,18.002265005533083,4380.0,2811.7230355640136,33.38118672359103,2695.3846153846157,70.34860741905271,70.34860741905273,1220.3672148381056
Ribbons Shimmering Pinks,12.0,0.0,12,4.68,0.38999999999999996,A_C,0.95,22.0,4.6,46.4,0.299,0.1966,True,0.0,264.0,90.79592020772125,354.7959202077212,264.0,,17.850477912838,4380.0,2629.5636793257136,31.218564229437696,1347.6923076923078,77.28734679363757,77.28734679363758,1015.682693587275
Embroidered Ribbon Reel Rosie,6.0,0.0,6,12.48,2.08,C_B,0.8,15.0,3.1,30.13,0.222,1.119,True,0.0,90.0,15.654154944456208,105.65415494445621,90.0,,17.516999382846496,2190.0,728.8616344530832,17.306303649114305,673.8461538461539,90.53117475378302,90.531174753783,2631.672349507566
Lavender Scented Fabric Heart,10.0,0.0,10,12.5,1.25,B_B,0.7,24.0,4.1,64.5,0.295,0.8125,True,0.0,240.0,21.500421021029666,261.50042102102964,240.0,,17.469092079586602,3650.0,1401.5822684667187,19.96774738637517,1123.076923076923,167.9708749865583,167.97087498655833,3301.5667499731167
Vintage Pistachio Cutlery,1.0,0.0,1,12.75,12.75,C_B,0.8,14.0,3.0,53.47,0.198,6.9105,True,0.0,14.0,2.524863700718743,16.524863700718743,14.0,,17.448070603816873,365.0,168.89982178536255,24.06244036394206,112.30769230769232,115.55103962632703,115.55103962632704,2753.434579252654
Robot Birthday Card,12.0,0.0,12,5.04,0.42,B_C,0.75,31.0,9.1,58.52,0.331,0.2331,True,0.0,372.0,73.65428072141212,445.65428072141214,372.0,,17.168812836161166,4380.0,2577.6211000395706,30.601894338369334,1347.6923076923078,99.43959567838156,99.43959567838156,1219.857191356763
Red Retrospot Wrap,25.0,0.0,25,10.5,0.42,A_C,0.95,10.0,1.6,53.72,0.194,0.2604,True,0.0,250.0,65.79414507805889,315.7941450780589,250.0,,17.132795378326538,9125.0,4405.326295922275,25.104325193200907,2807.6923076923076,111.27325584344155,111.27325584344156,2598.6965116868832
Wrap Doiley,25.0,0.0,25,10.5,0.42,A_C,0.95,11.0,1.8,54.03,0.213,0.2293,True,0.0,275.0,74.01841321281624,349.01841321281626,275.0,,16.972422149698765,9125.0,4493.213851934136,25.60516386855617,2807.6923076923076,109.72630421046495,109.72630421046497,2311.8151084209303
Triangular Pouffe Vintage,1.0,0.0,1,14.95,14.95,C_B,0.8,15.0,2.5,34.31,0.219,8.058,True,0.0,15.0,2.1040530839322855,17.104053083932286,15.0,,16.954459750326357,365.0,119.13410325255049,16.972529778445548,112.30769230769232,105.11809513899118,105.11809513899118,3151.406190277982
Magic Tree -Paper Flowers,12.0,0.0,12,10.2,0.85,B_C,0.75,14.0,4.1,52.35,0.207,0.5049,True,0.0,168.0,33.184895709647215,201.1848957096472,168.0,,16.75505384380088,4380.0,2094.7034018558656,24.868624862215754,1347.6923076923078,109.46322987629225,109.46322987629226,2430.3884597525844
Botanical Lavender Birthday Card,12.0,0.0,12,5.04,0.42,B_C,0.75,43.0,9.4,33.12,0.292,0.2192,True,0.0,516.0,76.08244382211802,592.082443822118,516.0,,16.67727168580827,4380.0,2129.048312117052,25.276372655270933,1347.6923076923078,68.13635894234443,68.13635894234443,1096.368717884689
Blue Egg Spoon,24.0,0.0,24,2.88,0.12,A_C,0.95,19.0,5.4,36.11,0.238,0.0776,True,0.0,456.0,213.17303005291083,669.1730300529108,456.0,,16.542227132105882,8760.0,5852.769976647767,34.74247018101415,5390.769230769231,54.04681907235615,54.04681907235614,787.8696381447123
Zinc Box Sign Home,1.0,0.0,1,9.95,9.95,C_C,0.7,14.0,4.5,35.8,0.251,6.7362,True,0.0,14.0,2.359802307186183,16.359802307186182,14.0,,15.896100301667566,365.0,124.32503670616525,17.712060023892036,112.30769230769232,105.10352818863885,105.10352818863883,2668.920056377278
Card Circus Parade,12.0,0.0,24,10.08,0.42,A_C,0.95,10.0,3.3,58.92999999999999,0.231,0.2432,True,0.0,120.0,65.1362036272783,185.1362036272783,120.0,,15.841124722154085,4380.0,3031.324980046649,35.98833309644424,2695.3846153846157,85.14870615951835,85.14870615951837,1235.5134123190367
Embroidered Ribbon Reel Daisy,6.0,0.0,12,24.96,2.08,B_A,0.7,13.0,3.9,29.85,0.244,1.2522,True,0.0,78.0,12.27097199736815,90.27097199736815,78.0,,15.365711135104398,2190.0,654.1501722557706,15.532332857214644,336.92307692307696,99.93347517523846,99.93347517523847,2942.184950350477
Mini Playing Cards Gymkhana,20.0,0.0,20,8.4,0.42000000000000004,A_C,0.95,10.0,2.0,36.05,0.239,0.2268,True,0.0,200.0,65.79414507805889,265.7941450780589,200.0,,14.922112103703757,7300.0,3116.079913376895,22.196733629534048,2246.153846153846,84.45386746028863,84.45386746028863,1824.5477349205773
Skulls Party Bag + Sticker,8.0,0.0,8,13.2,1.65,B_B,0.7,14.0,4.0,69.32,0.224,0.8827000000000002,True,0.0,112.0,16.7808164066573,128.7808164066573,112.0,,14.812426642156403,2920.0,1430.8863084468742,25.481536999738854,898.4615384615386,141.46085458019826,141.4608545801983,2860.405709160397
Frying Pan Red Polkadot,2.0,0.0,2,8.5,4.25,C_C,0.7,19.0,4.9,53.42999999999999,0.23200000000000004,2.8135,True,0.0,38.0,5.1391250245387985,43.1391250245388,38.0,,14.45892825653991,730.0,345.7017378800175,24.625329273645086,224.61538461538464,112.82529338494982,112.8252933849498,2279.5055867698998
Ribbon Reel Spots,10.0,0.0,10,16.5,1.65,B_B,0.7,13.0,2.8,61.21,0.24500000000000002,0.9833999999999999,True,0.0,130.0,14.683214355825136,144.68321435582513,130.0,,14.439472997518438,3650.0,1361.8349499175245,19.401484218003088,1123.076923076923,164.05548999423942,164.05548999423945,3917.5209799884788
Scandinavian Reds Ribbons,12.0,0.0,12,15.0,1.25,B_B,0.7,11.0,3.2999999999999994,68.92,0.226,0.6911999999999999,True,0.0,132.0,20.766260303238408,152.7662603032384,132.0,,14.353639121598386,4380.0,1965.9325038353136,23.33983794507678,1347.6923076923078,153.55033777155947,153.55033777155947,3334.5566755431187
Cute Cats Tape,12.0,0.0,12,7.800000000000001,0.65,B_C,0.75,17.0,4.9,26.5,0.282,0.3560833333333333,True,0.0,204.0,39.65999731152961,243.6599973115296,204.0,,14.1222640426805,4380.0,1520.4586458953554,18.05110721154303,1347.6923076923078,76.3388075784525,76.33880757845252,1712.322615156905
Birdy Gift Tags,12.0,0.0,12,15.0,1.25,B_B,0.7,10.0,3.3,64.36,0.232,0.6662,True,0.0,120.0,20.76626030323841,140.76626030323843,120.0,,13.83448261401743,4380.0,1909.9137888543316,22.674775575439554,1347.6923076923078,147.5966096716317,147.59660967163168,3213.1492193432637
Fancy Font Birthday Card,12.0,0.0,12,5.04,0.42,B_C,0.75,28.0,6.8,57.14,0.335,0.247,True,0.0,336.0,55.03836361600026,391.03836361600025,336.0,,13.594475813152064,4380.0,2459.5252810518987,29.199843519337612,1347.6923076923078,101.75670969031968,101.75670969031968,1285.3734193806392
Skull Paper Doilies,12.0,0.0,12,17.4,1.45,B_B,0.7,12.0,2.5,51.13,0.215,0.8613,True,0.0,144.0,15.73201538124122,159.7320153812412,144.0,,13.549984847863062,4380.0,1555.225956233592,18.463869800033514,1347.6923076923078,143.99798248117926,143.9979824811792,4060.489964962358
Embroidered Ribbon Reel Sally,6.0,0.0,6,12.48,2.08,C_B,0.8,13.0,2.2,36.05,0.205,1.196,True,0.0,78.0,11.10940028316247,89.10940028316247,78.0,,13.286842738662314,2190.0,802.5039328247561,19.05488790268827,673.8461538461539,98.37895712498684,98.37895712498684,2815.9979142499733
Tea Time Oven Glove,10.0,0.0,10,12.5,1.25,B_B,0.7,18.0,3.4,62.169999999999995,0.28,0.7437,True,0.0,180.0,17.829617432073384,197.82961743207338,180.0,,13.259886484232975,3650.0,1476.2977482186102,21.032187097908967,1123.076923076923,153.70916894902533,153.70916894902527,3021.9233378980507
Card Birthday Cowboy,12.0,0.0,12,5.04,0.42,B_C,0.75,31.0,6.7,39.23,0.349,0.2436,True,0.0,372.0,54.22897591576497,426.228975915765,372.0,,13.210178533080347,4380.0,2010.526731185918,23.869267128234643,1347.6923076923078,85.46387239459723,85.46387239459723,1237.8957447891946
Pink Honeycomb Paper Fan,12.0,0.0,12,7.800000000000001,0.65,B_C,0.75,12.0,4.0,35.97,0.21,0.4037,True,0.0,144.0,32.375508009411924,176.37550800941193,144.0,,13.069992583399594,4380.0,1927.894435910331,22.888244444597536,1347.6923076923078,81.72055329658507,81.72055329658505,1931.64710659317
Plasters In Tin Vintage Paisley,12.0,0.0,12,19.799999999999997,1.6499999999999997,B_A,0.7,12.0,2.2,66.34,0.215,0.9421,True,0.0,144.0,13.844173535492274,157.84417353549227,144.0,,13.042595887787272,4380.0,1693.8387141523167,20.109500715963577,1347.6923076923078,171.54478615481148,171.54478615481148,4469.487572309623
Le Jardin Botanique Cushion Cover,2.0,0.0,2,7.5,3.75,C_C,0.7,25.0,5.3,47.19,0.274,2.2725,True,0.0,50.0,5.558645434705231,55.558645434705234,50.0,,12.632021750367638,730.0,332.63978340915907,23.69488868120037,224.61538461538464,103.561575368232,103.56157536823201,1866.0481507364639
Vintage Sky Blue Cutlery,1.0,0.0,1,12.75,12.75,C_B,0.8,10.0,2.0,33.93,0.206,7.1145,True,0.0,10.0,1.6832424671458286,11.683242467145828,10.0,,11.975428532508996,365.0,130.00125887515847,18.5207272918034,112.30769230769232,95.26407749553344,95.26407749553343,2787.320654991067
Ribbon Reel Socks And Mittens,10.0,0.0,10,16.5,1.65,B_B,0.7,13.0,2.4,44.09,0.212,0.9339,True,0.0,130.0,12.585612304992976,142.58561230499296,130.0,,11.75370333163294,3650.0,1275.0093257014944,18.164516420952797,1123.076923076923,126.21750818289831,126.21750818289831,3661.170016365796
Vintage Doily Jumbo Bag Red,10.0,0.0,10,20.8,2.08,B_A,0.7,11.0,1.9,47.62,0.206,1.171,True,0.0,110.0,9.963609741452773,119.96360974145277,110.0,,11.667387007241198,3650.0,1200.4499776775394,17.1023010518444,1123.076923076923,144.7898731576211,144.78987315762106,4563.729746315243
Stars Gift Tape,12.0,0.0,12,7.800000000000001,0.65,B_C,0.75,17.0,5.1,42.18,0.292,0.2768,True,0.0,204.0,41.2787727120002,245.2787727120002,204.0,,11.425964286681655,4380.0,2138.114073642357,25.38400270077684,1347.6923076923078,86.40717643529385,86.40717643529385,1385.1983528705878
Popart Wooden Pencils Asst,100.0,0.0,100,4.0,0.04,A_C,0.95,14.0,2.8,34.51,0.22,0.0238,True,0.0,1400.0,460.55901554641224,1860.5590155464122,1400.0,,10.961304570004613,36500.0,21934.820802467562,31.249607718583924,11230.76923076923,57.42536086086007,57.42536086086008,983.5507217217202
Frying Pan Pink Polkadot,2.0,0.0,2,8.5,4.25,C_C,0.7,20.0,3.6,46.07,0.279,2.8985,True,0.0,40.0,3.775683691497893,43.775683691497896,40.0,,10.943819179806642,730.0,288.40101202502467,20.54363373328943,224.61538461538464,116.61228150295747,116.6122815029575,2349.129563005915
Charlotte Bag Vintage Alphabet,10.0,0.0,10,8.5,0.85,B_C,0.75,12.0,3.2000000000000006,57.87,0.19600000000000004,0.49720000000000003,True,0.0,120.0,21.583672006274618,141.5836720062746,120.0,,10.73140172151974,3650.0,2082.06639965065,29.662315830639397,1123.076923076923,101.44993456281775,101.44993456281775,2017.6798691256356
Cowboys And Indians Birthday Card,12.0,0.0,12,5.04,0.42,B_C,0.75,34.0,5.5,64.65,0.309,0.239,True,0.0,408.0,44.51632351294139,452.51632351294137,408.0,,10.639401319592992,4380.0,2769.2242592336693,32.87663504113032,2695.3846153846157,102.25499038433281,102.25499038433286,1251.3299807686656
Bottle Top Magnets,12.0,0.0,12,5.04,0.42,B_C,0.75,19.0,5.2,36.83,0.247,0.2486,True,0.0,228.0,42.088160412235496,270.0881604122355,228.0,,10.463116678481743,4380.0,2292.2072072862798,27.213418899289163,1347.6923076923078,70.3755748988241,70.37557489882408,1229.619149797648
Ribbon Reel Making Snowmen,10.0,0.0,10,16.5,1.65,B_B,0.7,11.0,2.1,52.93,0.202,0.9091,True,0.0,110.0,11.012410766868854,121.01241076686885,110.0,,10.011382628160476,3650.0,1450.543854585839,20.665282311907845,1123.076923076923,133.18763123860265,133.18763123860262,3584.590262477205
Dinosaur Party Bag + Sticker,8.0,0.0,8,13.2,1.65,B_B,0.7,11.0,2.5,53.4,0.24,0.9421,True,0.0,88.0,10.488010254160812,98.48801025416081,88.0,,9.880754460444901,2920.0,1174.4186229816678,20.914304244879016,898.4615384615386,132.77037416532346,132.77037416532352,3016.4727483306474
Ribbon Reel Hearts,10.0,0.0,10,16.5,1.65,B_B,0.7,12.0,2.0,76.31,0.221,0.9339,True,0.0,120.0,10.488010254160812,130.48801025416083,120.0,,9.794752776360783,3650.0,1642.8799608037027,23.40541314021713,1123.076923076923,169.53855829110083,169.53855829110086,3747.8121165822013
Magic Drawing Slate Spaceboy,10.0,0.0,10,4.2,0.42000000000000004,B_C,0.75,21.0,5.1,51.92,0.263,0.278,True,0.0,210.0,34.398977260000166,244.39897726000015,210.0,,9.562915678280048,3650.0,2276.8189623588282,32.43687288839974,2246.153846153846,83.23367080695166,83.2336708069517,1181.1673416139033
Motoring Tissue Box,8.0,0.0,8,3.12,0.39,B_C,0.75,26.0,7.6,52.71,0.33,0.2215,True,0.0,208.0,41.00897681192176,249.00897681192177,208.0,,9.08348836384067,2920.0,2052.1499739782053,36.54513652289955,1796.9230769230771,75.00095117396845,75.00095117396846,796.7819023479369
Ladle Love Heart Red,12.0,0.0,12,5.04,0.42,B_C,0.75,21.0,4.2,52.3,0.252,0.2587,True,0.0,252.0,33.99428340988252,285.99428340988254,252.0,,8.794321118136608,4380.0,2650.967556841838,31.472674190816342,1347.6923076923078,86.4114686763279,86.41146867632791,1305.9289373526558
Alarm Clock Bakelike Orange,2.0,0.0,2,7.5,3.75,C_C,0.7,17.0,3.7000000000000006,74.12,0.256,2.1937,True,0.0,34.0,3.8805637940395017,37.8805637940395,34.0,,8.512792794984456,730.0,438.9706995984873,31.26914572482375,224.61538461538464,123.26016303477778,123.2601630347778,1847.9213260695556
Chocolate This Way Metal Sign,3.0,0.0,3,6.300000000000001,2.1,C_C,0.7,19.0,4.2,55.43,0.298,1.2201,True,0.0,57.0,6.607446460121312,63.60744646012131,57.0,,8.061745425994012,1095.0,577.8147861072422,27.439606280891866,336.92307692307696,105.04378125888746,105.04378125888748,1546.0970625177747
Green Vintage Spot Beaker,8.0,0.0,8,6.8,0.85,B_C,0.75,15.0,2.8,48.79,0.233,0.527,True,0.0,120.0,15.108570404392228,135.10857040439222,120.0,,7.962216603114705,2920.0,1523.3109519737445,27.12745530912148,898.4615384615386,93.52443755190406,93.52443755190404,1725.8888751038082
Greeting Card Overcrowded Pool,12.0,0.0,12,2.2800000000000002,0.19000000000000003,A_C,0.95,11.0,3.5,34.81,0.231,0.1123,True,0.0,132.0,69.08385233196184,201.08385233196185,132.0,,7.758116616879314,4380.0,3428.531916060246,40.70403188016731,2695.3846153846157,44.47028749704684,44.47028749704683,580.8145749940936
Doily Thank You Card,12.0,0.0,12,5.04,0.42,B_C,0.75,14.0,3.4,33.02,0.226,0.2608,True,0.0,168.0,27.51918180800013,195.51918180800013,168.0,,7.177002615526433,4380.0,2215.300137442367,26.300366928539518,1347.6923076923078,65.28578117048153,65.28578117048153,1272.875562340963
Ladle Love Heart Pink,12.0,0.0,12,5.04,0.42,B_C,0.75,15.0,3.2000000000000006,44.12,0.293,0.2516,True,0.0,180.0,25.90040640752954,205.90040640752954,180.0,,6.516542252134432,4380.0,2289.71103092806,27.183783928826283,1347.6923076923078,84.3973747733897,84.39737477338973,1270.8027495467795
Magnets Vintage Labels,12.0,0.0,12,4.68,0.38999999999999996,B_C,0.75,10.0,1.7,41.46,0.192,0.4707,True,0.0,120.0,13.759590904000065,133.75959090400008,120.0,,6.476639438512831,4380.0,2004.6750649413111,23.79979529154068,1347.6923076923078,90.58565309451603,90.58565309451602,2242.8373061890325
Card Cat And Tree,12.0,0.0,12,5.04,0.42,B_C,0.75,12.0,3.1,50.86,0.207,0.2247,True,0.0,144.0,25.091018707294243,169.09101870729424,144.0,,5.637951903529016,4380.0,3094.9491792709537,36.74368888632182,2695.3846153846157,71.97753084025598,71.97753084025598,1128.141061680512
White Candystuft Artificial Flower,2.0,0.0,2,2.9,1.45,C_C,0.7,27.0,5.2,29.76,0.267,0.9121,True,0.0,54.0,5.4537653321636235,59.45376533216363,54.0,,4.974379359466441,730.0,422.39233905581347,30.08822141219493,224.61538461538464,51.432751002449784,51.4327510024498,768.6985020048995
Botanical Lily Greeting Card,12.0,0.0,12,5.04,0.42,B_C,0.75,11.0,2.0,31.99,0.19499999999999998,0.2562,True,0.0,132.0,16.187754004705962,148.18775400470597,132.0,,4.147302576005667,4380.0,2368.3850157898896,28.117812972848004,1347.6923076923078,59.16107350192353,59.16107350192353,1240.478147003847
Traditional Spinning Tops,2.0,0.0,2,2.9,1.45,C_C,0.7,17.0,3.3,56.25,0.262,0.957,True,0.0,34.0,3.461043383873068,37.46104338387307,34.0,,3.312218518366526,730.0,572.3096604216972,40.7672634820935,449.2307692307693,71.74874519808691,71.74874519808692,842.1074903961738
Small Heart Measuring Spoons,1.0,0.0,1,0.85,0.85,C_C,0.7,27.0,6.4,71.99,0.299,0.4539,True,0.0,27.0,3.3561632813314604,30.35616328133146,27.0,,1.52336251339635,365.0,622.2742518074497,88.65277012051338,449.2307692307693,42.22631729286252,42.22631729286251,250.12613458572505
Roll Wrap Vintage Spot,1.0,0.0,1,1.25,1.25,C_C,0.7,13.0,2.7,52.24,0.226,0.6775,True,0.0,13.0,1.41588138431171,14.41588138431171,13.0,,0.9592596378711835,365.0,499.0615887701195,71.09918524944169,449.2307692307693,38.20690758226842,38.20690758226842,323.7013151645368
Money Box Biscuits,1.0,0.0,1,1.25,1.25,C_C,0.7,14.0,2.4,50.18,0.257,0.7334,True,0.0,14.0,1.2585612304992975,15.258561230499298,14.0,,0.9230288064481849,365.0,440.8488823246548,62.80586816680014,224.61538461538464,41.5464362831519,41.54643628315189,350.7838725663038
